,node_type_id,pop_name,syn_type,EPSP_unitary
0,475585413,i1Htr3a,exc_to_vip,0.09999999999999432
1,482649712,i1Htr3a,exc_to_vip,0.09099999999999397
2,482654108,i1Htr3a,exc_to_vip,0.057999999999992724
3,484509440,e23Cux2,exc_to_e23,0.07399999999999807
4,486262299,e23Cux2,exc_to_e23,0.0309999999999917
5,486753754,e23Cux2,exc_to_e23,0.09100000000000819
6,489751692,e23Cux2,exc_to_e23,0.10500000000000398
7,490376252,e23Cux2,exc_to_e23,0.07800000000000296
8,505512874,e23Cux2,exc_to_e23,0.06200000000001182
9,513510227,e23Cux2,exc_to_e23,0.03100000000000591
10,501736631,i23Vip,exc_to_vip,0.03999999999999204
11,514767977,i23Vip,exc_to_vip,0.09199999999999875
12,522418855,i23Vip,exc_to_vip,0.09300000000000352
13,523478869,i23Vip,exc_to_vip,0.045000000000001705
14,524689239,i23Vip,exc_to_vip,0.06999999999999318
15,524693113,i23Vip,exc_to_vip,0.1039999999999992
16,524876305,i23Vip,exc_to_vip,0.07600000000000762
17,560814288,i23Vip,exc_to_vip,0.1110000000000042
18,562539062,i23Vip,exc_to_vip,0.09900000000000375
19,575920560,i23Vip,exc_to_vip,0.06300000000000239
20,341016267,i23Pvalb,exc_to_pv,0.03699999999999193
21,341442651,i23Pvalb,exc_to_pv,0.031999999999996476
22,469614747,i23Pvalb,exc_to_pv,0.04200000000000159
23,477490421,i23Pvalb,exc_to_pv,0.031999999999996476
24,479298854,i23Pvalb,exc_to_pv,0.027000000000001023
25,481018305,i23Pvalb,exc_to_pv,0.0379999999999967
26,482444444,i23Pvalb,exc_to_pv,0.031999999999996476
27,484635029,i23Pvalb,exc_to_pv,0.033999999999991815
28,485184849,i23Pvalb,exc_to_pv,0.03100000000000591
29,485245025,i23Pvalb,exc_to_pv,0.038000000000010914
30,488501071,i23Pvalb,exc_to_pv,0.029999999999986926
31,574992320,i23Pvalb,exc_to_pv,0.028999999999996362
32,313862274,i23Sst,exc_to_sst,0.04800000000000182
33,324493977,i23Sst,exc_to_sst,0.05100000000000193
34,476686112,i23Sst,exc_to_sst,0.05499999999999261
35,485466109,i23Sst,exc_to_sst,0.056000000000011596
36,488677994,i23Sst,exc_to_sst,0.055999999999997385
37,491026389,i23Sst,exc_to_sst,0.04600000000000648
38,623960880,i23Sst,exc_to_sst,0.046999999999997044
39,354833767,e4Nr5a1,exc_to_e4,0.055999999999997385
40,369697038,e4Nr5a1,exc_to_e4,0.06699999999999307
41,386049446,e4Nr5a1,exc_to_e4,0.0689999999999884
42,397354239,e4Nr5a1,exc_to_e4,0.05500000000000682
43,465924786,e4Nr5a1,exc_to_e4,0.06099999999999284
44,469704261,e4Nr5a1,exc_to_e4,0.04999999999999716
45,469734859,e4Nr5a1,exc_to_e4,0.06499999999999773
46,475838754,e4Nr5a1,exc_to_e4,0.046999999999997044
47,478439166,e4Nr5a1,exc_to_e4,0.0899999999999892
48,489754156,e4Nr5a1,exc_to_e4,0.07800000000000296
49,502260112,e4Nr5a1,exc_to_e4,0.05100000000000193
50,505808144,e4Nr5a1,exc_to_e4,0.06099999999999284
51,517977609,e4Nr5a1,exc_to_e4,0.057999999999992724
52,322723785,e4Rorb,exc_to_e4,0.060000000000002274
53,322761772,e4Rorb,exc_to_e4,0.058000000000006935
54,324065524,e4Rorb,exc_to_e4,0.08099999999998886
55,329550277,e4Rorb,exc_to_e4,0.06199999999999761
56,466378900,e4Rorb,exc_to_e4,0.09300000000000352
57,467003163,e4Rorb,exc_to_e4,0.06099999999999284
58,467357834,e4Rorb,exc_to_e4,0.054000000000002046
59,469763389,e4Rorb,exc_to_e4,0.06599999999998829
60,473020156,e4Rorb,exc_to_e4,0.07699999999999818
61,476562817,e4Rorb,exc_to_e4,0.06099999999999284
62,478586425,e4Rorb,exc_to_e4,0.06700000000000728
63,479179020,e4Rorb,exc_to_e4,0.05700000000000216
64,484679812,e4Rorb,exc_to_e4,0.07699999999999818
65,484770879,e4Rorb,exc_to_e4,0.0589999999999975
66,485836906,e4Rorb,exc_to_e4,0.04899999999999238
67,486472847,e4Rorb,exc_to_e4,0.0799999999999983
68,486500736,e4Rorb,exc_to_e4,0.04099999999999682
69,490626718,e4Rorb,exc_to_e4,0.07099999999999795
70,490626827,e4Rorb,exc_to_e4,0.06700000000000728
71,500859045,e4Rorb,exc_to_e4,0.06100000000000705
72,500894271,e4Rorb,exc_to_e4,0.06100000000000705
73,320207387,e4Scnn1a,exc_to_e4,0.053999999999987836
74,323838579,e4Scnn1a,exc_to_e4,0.06099999999999284
75,476266853,e4Scnn1a,exc_to_e4,0.060000000000002274
76,500964358,e4Scnn1a,exc_to_e4,0.05500000000000682
77,517647182,e4Scnn1a,exc_to_e4,0.055999999999997385
78,479993900,e4other,exc_to_e4,0.05500000000000682
79,480169202,e4other,exc_to_e4,0.030000000000001137
80,483020137,e4other,exc_to_e4,0.08900000000001285
81,488689403,e4other,exc_to_e4,0.03900000000000148
82,501570114,i4Vip,exc_to_vip,0.08899999999999864
83,531121585,i4Vip,exc_to_vip,0.0730000000000075
84,535728342,i4Vip,exc_to_vip,0.10599999999999454
85,560690291,i4Vip,exc_to_vip,0.07099999999999795
86,561934585,i4Vip,exc_to_vip,0.045000000000001705
87,562540395,i4Vip,exc_to_vip,0.06900000000000261
88,478793814,i4Pvalb,exc_to_pv,0.0309999999999917
89,478958894,i4Pvalb,exc_to_pv,0.029999999999986926
90,481127173,i4Pvalb,exc_to_pv,0.036000000000001364
91,481127348,i4Pvalb,exc_to_pv,0.04600000000000648
92,487405644,i4Pvalb,exc_to_pv,0.05500000000000682
93,487667205,i4Pvalb,exc_to_pv,0.03700000000000614
94,491038812,i4Pvalb,exc_to_pv,0.028999999999996362
95,569997187,i4Pvalb,exc_to_pv,0.043000000000006366
96,571314481,i4Pvalb,exc_to_pv,0.04599999999999227
97,572375809,i4Pvalb,exc_to_pv,0.03499999999999659
98,579414994,i4Pvalb,exc_to_pv,0.029000000000003467
99,476099282,i4Sst,exc_to_sst,0.08300000000001262
100,476753465,i4Sst,exc_to_sst,0.07699999999999818
101,485061364,i4Sst,exc_to_sst,0.06099999999999284
102,501280518,i4Sst,exc_to_sst,0.060000000000002274
103,501282204,i4Sst,exc_to_sst,0.03100000000000591
104,573622646,i4Sst,exc_to_sst,0.049000000000006594
105,314822529,e5IT,exc_to_e5it,0.06100000000000705
106,468120757,e5IT,exc_to_e5it,0.05100000000000193
107,480169178,e5IT,exc_to_e5it,0.06099999999999284
108,486110216,e5IT,exc_to_e5it,0.0660000000000025
109,485574832,e5ET,exc_to_e5et,0.05099999999998772
110,485838981,e5ET,exc_to_e5et,0.06199999999999761
111,486111903,e5ET,exc_to_e5et,0.06199999999999761
112,488679042,e5ET,exc_to_e5et,0.05099999999998772
113,488680917,e5ET,exc_to_e5et,0.060000000000002274
114,488683425,e5ET,exc_to_e5et,0.04999999999999716
115,322762730,e5NP,exc_to_e6,0.05900000000001171
116,487445455,e5NP,exc_to_e6,0.05500000000000682
117,487664070,e5NP,exc_to_e6,0.06900000000000261
118,488419491,e5NP,exc_to_e6,0.046999999999997044
119,488467273,e5NP,exc_to_e6,0.06900000000000261
120,490263438,e5NP,exc_to_e6,0.05100000000000193
121,505202906,e5NP,exc_to_e6,0.04600000000000648
122,558675748,e5NP,exc_to_e6,0.054000000000002046
123,562999984,e5NP,exc_to_e6,0.030000000000001137
124,569469018,e5NP,exc_to_e6,0.06499999999999773
125,569477234,e5NP,exc_to_e6,0.046999999999997044
126,605141937,e5NP,exc_to_e6,0.054000000000002046
127,568767467,i5Vip,exc_to_vip,0.10800000000000409
128,591627904,i5Vip,exc_to_vip,0.07199999999998852
129,592819166,i5Vip,exc_to_vip,0.09799999999999898
130,313861608,i5Pvalb,exc_to_pv,0.04099999999999682
131,318556138,i5Pvalb,exc_to_pv,0.05200000000000671
132,320455763,i5Pvalb,exc_to_pv,0.042999999999992156
133,469801569,i5Pvalb,exc_to_pv,0.0379999999999967
134,478949560,i5Pvalb,exc_to_pv,0.04999999999999716
135,480952106,i5Pvalb,exc_to_pv,0.04999999999999716
136,481093525,i5Pvalb,exc_to_pv,0.04100000000001103
137,484742372,i5Pvalb,exc_to_pv,0.0519999999999925
138,487400838,i5Pvalb,exc_to_pv,0.05000000000001137
139,487594856,i5Pvalb,exc_to_pv,0.05299999999999727
140,488440436,i5Pvalb,exc_to_pv,0.04999999999999716
141,515305346,i5Pvalb,exc_to_pv,0.03700000000000614
142,313862134,i5Sst,exc_to_sst,0.09799999999999898
143,328015342,i5Sst,exc_to_sst,0.042999999999992156
144,328031983,i5Sst,exc_to_sst,0.056000000000011596
145,329224678,i5Sst,exc_to_sst,0.05499999999999261
146,329254830,i5Sst,exc_to_sst,0.055999999999997385
147,464212183,i5Sst,exc_to_sst,0.07099999999999795
148,473011949,i5Sst,exc_to_sst,0.03699999999999193
149,473593847,i5Sst,exc_to_sst,0.055999999999997385
150,475057898,i5Sst,exc_to_sst,0.045000000000001705
151,475542907,i5Sst,exc_to_sst,0.04999999999999716
152,475580568,i5Sst,exc_to_sst,0.06699999999999307
153,482690728,i5Sst,exc_to_sst,0.07600000000000762
154,485058595,i5Sst,exc_to_sst,0.07099999999999795
155,485455285,i5Sst,exc_to_sst,0.04899999999999238
156,486352114,i5Sst,exc_to_sst,0.08499999999999375
157,490173806,i5Sst,exc_to_sst,0.07299999999999329
158,491029832,i5Sst,exc_to_sst,0.07500000000000284
159,491030723,i5Sst,exc_to_sst,0.04999999999999716
160,497560724,i5Sst,exc_to_sst,0.03900000000000148
161,501730497,i5Sst,exc_to_sst,0.05200000000000671
162,526785742,i5Sst,exc_to_sst,0.04899999999999238
163,575637715,i5Sst,exc_to_sst,0.04599999999999227
164,466632464,e6Ntsr1,exc_to_e6,0.05900000000001171
165,471789504,e6Ntsr1,exc_to_e6,0.07899999999999352
166,471800189,e6Ntsr1,exc_to_e6,0.04899999999999238
167,471819401,e6Ntsr1,exc_to_e6,0.05100000000000193
168,485287944,e6Ntsr1,exc_to_e6,0.05299999999999727
169,485905411,e6Ntsr1,exc_to_e6,0.05100000000000193
170,485938494,e6Ntsr1,exc_to_e6,0.05200000000000671
171,488426904,e6Ntsr1,exc_to_e6,0.04999999999999716
172,488430487,e6Ntsr1,exc_to_e6,0.04000000000000625
173,488432250,e6Ntsr1,exc_to_e6,0.06900000000000261
174,488448839,e6Ntsr1,exc_to_e6,0.05700000000000216
175,488676149,e6Ntsr1,exc_to_e6,0.07199999999998852
176,490259231,e6Ntsr1,exc_to_e6,0.04899999999999238
177,490264167,e6Ntsr1,exc_to_e6,0.05100000000000193
178,490485142,e6Ntsr1,exc_to_e6,0.054000000000002046
179,490718897,e6Ntsr1,exc_to_e6,0.04099999999999682
180,501562903,e6Ntsr1,exc_to_e6,0.0589999999999975
181,501566512,e6Ntsr1,exc_to_e6,0.046999999999997044
182,503286448,e6Ntsr1,exc_to_e6,0.0379999999999967
183,503814817,e6Ntsr1,exc_to_e6,0.04399999999999693
184,507914933,e6Ntsr1,exc_to_e6,0.09200000000001296
185,508980706,e6Ntsr1,exc_to_e6,0.04099999999999682
186,539742766,e6Ntsr1,exc_to_e6,0.05700000000000216
187,565880475,i6Vip,exc_to_vip,0.09399999999999409
188,582917630,i6Vip,exc_to_vip,0.05900000000001171
189,585080288,i6Vip,exc_to_vip,0.08100000000000307
190,592816620,i6Vip,exc_to_vip,0.0799999999999983
191,471087830,i6Pvalb,exc_to_pv,0.045000000000001705
192,478058328,i6Pvalb,exc_to_pv,0.04800000000000182
193,571396942,i6Pvalb,exc_to_pv,0.04100000000001103
194,581404810,i6Pvalb,exc_to_pv,0.05999999999998806
195,473564515,i6Sst,exc_to_sst,0.057999999999992724
196,475512108,i6Sst,exc_to_sst,0.049000000000006594
197,476104386,i6Sst,exc_to_sst,0.04999999999999716
198,502382506,i6Sst,exc_to_sst,0.05499999999999261
199,534141324,i6Sst,exc_to_sst,0.031999999999996476
200,547325858,i6Sst,exc_to_sst,0.038000000000010914
